State,Year,Quarter,District,RegisteredUsers
uttar-pradesh,2020,1,azamgarh district,963531
uttar-pradesh,2020,1,ayodhya district,707638
uttar-pradesh,2020,1,deoria district,1000897
uttar-pradesh,2020,1,ghaziabad district,8267770
uttar-pradesh,2020,2,amethi district,635116
uttar-pradesh,2020,2,siddharthnagar district,819494
uttar-pradesh,2020,2,auraiya district,555297
uttar-pradesh,2020,2,sambhal district,445362
uttar-pradesh,2020,2,kanpur nagar district,3495087
uttar-pradesh,2020,2,aligarh district,1873486
uttar-pradesh,2020,2,mahoba district,233814
uttar-pradesh,2020,2,lucknow district,12430842
uttar-pradesh,2020,2,sant kabeer nagar district,563477
uttar-pradesh,2020,2,hathras district,615773
uttar-pradesh,2020,2,budaun district,626764
uttar-pradesh,2020,2,moradabad district,1098280
uttar-pradesh,2020,2,kushinagar district,1538615
uttar-pradesh,2020,2,baghpat district,758380
uttar-pradesh,2020,2,shahjahanpur district,673377
uttar-pradesh,2020,2,muzaffarnagar district,1091622
uttar-pradesh,2020,2,ambedkar nagar district,772604
uttar-pradesh,2020,2,bahraich district,517053
uttar-pradesh,2020,2,jalaun district,580715
uttar-pradesh,2020,2,rampur district,555936
uttar-pradesh,2020,2,ballia district,1181508
uttar-pradesh,2020,2,shravasti district,134854
uttar-pradesh,2020,2,kasganj district,397002
uttar-pradesh,2020,2,varanasi district,2569684
uttar-pradesh,2020,2,gautam buddha nagar district,10896512
uttar-pradesh,2020,2,basti district,948055
uttar-pradesh,2020,2,shamli district,492479
uttar-pradesh,2020,2,maharajganj district,822688
uttar-pradesh,2020,2,etawah district,611642
uttar-pradesh,2020,2,etah district,551798
uttar-pradesh,2020,2,banda district,357345
uttar-pradesh,2020,2,bijnor district,1145403
uttar-pradesh,2020,2,hardoi district,790987
uttar-pradesh,2020,2,balrampur district,396187
uttar-pradesh,2020,2,amroha district,617820
uttar-pradesh,2020,2,pilibhit district,496981
uttar-pradesh,2020,2,mainpuri district,654574
uttar-pradesh,2020,2,kanpur dehat district,542702
uttar-pradesh,2020,2,jaunpur district,1679713
uttar-pradesh,2020,2,kaushambi district,298441
uttar-pradesh,2020,2,hapur district,902343
uttar-pradesh,2020,2,hamirpur district,345407
uttar-pradesh,2020,2,meerut district,2994911
uttar-pradesh,2020,2,mathura district,1541861
uttar-pradesh,2020,2,chitrakoot district,216451
uttar-pradesh,2020,2,lalitpur district,399359
uttar-pradesh,2020,2,mau district,658169
uttar-pradesh,2020,2,mirzapur district,749501
uttar-pradesh,2020,2,bulandshahr district,1706169
uttar-pradesh,2020,2,gonda district,815060
uttar-pradesh,2020,2,jhansi district,1262589
uttar-pradesh,2020,2,chandauli district,695768
uttar-pradesh,2020,2,bhadohi district,544721
uttar-pradesh,2020,2,pratapgarh district,954561
uttar-pradesh,2020,2,saharanpur district,1685012
uttar-pradesh,2020,2,bara banki district,699432
uttar-pradesh,2020,2,bareilly district,1694171
uttar-pradesh,2020,2,sitapur district,722022
uttar-pradesh,2020,2,sultanpur district,776598
uttar-pradesh,2020,2,agra district,2837641
uttar-pradesh,2020,2,fatehpur district,541508
uttar-pradesh,2020,2,rae bareli district,655030
uttar-pradesh,2020,2,firozabad district,877638
uttar-pradesh,2020,2,kheri district,754871
uttar-pradesh,2020,2,gorakhpur district,2231738
uttar-pradesh,2020,2,unnao district,710650
uttar-pradesh,2020,2,prayagraj district,2935110
uttar-pradesh,2020,2,sonbhadra district,806207
uttar-pradesh,2020,2,ghazipur district,1252110
uttar-pradesh,2020,2,farrukhabad district,601099
uttar-pradesh,2020,2,kannauj district,505120
uttar-pradesh,2020,2,azamgarh district,1402231
uttar-pradesh,2020,2,ayodhya district,900026
uttar-pradesh,2020,2,deoria district,1368817
uttar-pradesh,2020,2,ghaziabad district,7640595
uttar-pradesh,2020,3,amethi district,693798
uttar-pradesh,2020,3,siddharthnagar district,929098
uttar-pradesh,2020,3,auraiya district,562146
uttar-pradesh,2020,3,sambhal district,452494
uttar-pradesh,2020,3,kanpur nagar district,4224357
uttar-pradesh,2020,3,aligarh district,2172376
uttar-pradesh,2020,3,mahoba district,261861
uttar-pradesh,2020,3,lucknow district,18626637
uttar-pradesh,2020,3,sant kabeer nagar district,656697
uttar-pradesh,2020,3,hathras district,625553
uttar-pradesh,2020,3,budaun district,592062
uttar-pradesh,2020,3,moradabad district,1295741
uttar-pradesh,2020,3,kushinagar district,1825898
uttar-pradesh,2020,3,baghpat district,874299
uttar-pradesh,2020,3,shahjahanpur district,671383
uttar-pradesh,2020,3,muzaffarnagar district,1231459
uttar-pradesh,2020,3,ambedkar nagar district,812512
uttar-pradesh,2020,3,bahraich district,538930
uttar-pradesh,2020,3,jalaun district,629953
uttar-pradesh,2020,3,rampur district,553247
uttar-pradesh,2020,3,ballia district,1405118
uttar-pradesh,2020,3,shravasti district,149664
uttar-pradesh,2020,3,kasganj district,348658
uttar-pradesh,2020,3,varanasi district,3370707
uttar-pradesh,2020,3,gautam buddha nagar district,17085582
uttar-pradesh,2020,3,basti district,1075459
uttar-pradesh,2020,3,shamli district,536622
uttar-pradesh,2020,3,maharajganj district,936896
uttar-pradesh,2020,3,etawah district,675757
uttar-pradesh,2020,3,etah district,520578
uttar-pradesh,2020,3,banda district,366254
uttar-pradesh,2020,3,bijnor district,1182322
uttar-pradesh,2020,3,hardoi district,717346
uttar-pradesh,2020,3,balrampur district,454008
uttar-pradesh,2020,3,amroha district,683194
uttar-pradesh,2020,3,pilibhit district,492878
uttar-pradesh,2020,3,mainpuri district,613350
uttar-pradesh,2020,3,kanpur dehat district,558874
uttar-pradesh,2020,3,jaunpur district,2030640
uttar-pradesh,2020,3,kaushambi district,315793
uttar-pradesh,2020,3,hapur district,1102037
uttar-pradesh,2020,3,hamirpur district,355583
uttar-pradesh,2020,3,meerut district,3739519
uttar-pradesh,2020,3,mathura district,1884033
uttar-pradesh,2020,3,chitrakoot district,238568
uttar-pradesh,2020,3,lalitpur district,468063
uttar-pradesh,2020,3,mau district,738346
uttar-pradesh,2020,3,mirzapur district,846288
uttar-pradesh,2020,3,bulandshahr district,1846812
uttar-pradesh,2020,3,gonda district,929086
uttar-pradesh,2020,3,jhansi district,1597393
uttar-pradesh,2020,3,chandauli district,822442
uttar-pradesh,2020,3,bhadohi district,660851
uttar-pradesh,2020,3,pratapgarh district,1080871
uttar-pradesh,2020,3,saharanpur district,1946572
uttar-pradesh,2020,3,bara banki district,765264
uttar-pradesh,2020,3,bareilly district,1969627
uttar-pradesh,2020,3,sitapur district,709016
uttar-pradesh,2020,3,sultanpur district,868946
uttar-pradesh,2020,3,agra district,3402430
uttar-pradesh,2020,3,fatehpur district,540614
uttar-pradesh,2020,3,rae bareli district,704574
uttar-pradesh,2020,3,firozabad district,994544
uttar-pradesh,2020,3,kheri district,821731
uttar-pradesh,2020,3,gorakhpur district,3197317
uttar-pradesh,2020,3,unnao district,748311
uttar-pradesh,2020,3,prayagraj district,4424797
uttar-pradesh,2020,3,sonbhadra district,979144
uttar-pradesh,2020,3,ghazipur district,1489295
uttar-pradesh,2020,3,farrukhabad district,586393
uttar-pradesh,2020,3,kannauj district,470383
uttar-pradesh,2020,3,azamgarh district,1562684
uttar-pradesh,2020,3,ayodhya district,1148182
uttar-pradesh,2020,3,deoria district,1661831
uttar-pradesh,2020,3,ghaziabad district,10353511
uttar-pradesh,2020,4,amethi district,929052
uttar-pradesh,2020,4,siddharthnagar district,1203287
uttar-pradesh,2020,4,auraiya district,785790
uttar-pradesh,2020,4,sambhal district,658894
uttar-pradesh,2020,4,kanpur nagar district,6052576
uttar-pradesh,2020,4,aligarh district,3179237
uttar-pradesh,2020,4,mahoba district,338467
uttar-pradesh,2020,4,lucknow district,21791125
uttar-pradesh,2020,4,sant kabeer nagar district,853964
uttar-pradesh,2020,4,hathras district,900053
uttar-pradesh,2020,4,budaun district,808394
uttar-pradesh,2020,4,moradabad district,1837124
uttar-pradesh,2020,4,kushinagar district,2544134
uttar-pradesh,2020,4,baghpat district,1274090
uttar-pradesh,2020,4,shahjahanpur district,921620
uttar-pradesh,2020,4,muzaffarnagar district,1855968
uttar-pradesh,2020,4,ambedkar nagar district,1059079
uttar-pradesh,2020,4,bahraich district,733236
uttar-pradesh,2020,4,jalaun district,870463
uttar-pradesh,2020,4,rampur district,779375
uttar-pradesh,2020,4,ballia district,1983414
uttar-pradesh,2020,4,shravasti district,194123
uttar-pradesh,2020,4,kasganj district,475224
uttar-pradesh,2020,4,varanasi district,5020393
uttar-pradesh,2020,4,gautam buddha nagar district,26875484
uttar-pradesh,2020,4,basti district,1397049
uttar-pradesh,2020,4,shamli district,770139
uttar-pradesh,2020,4,maharajganj district,1269772
uttar-pradesh,2020,4,etawah district,976366
uttar-pradesh,2020,4,etah district,723860
uttar-pradesh,2020,4,banda district,485652
uttar-pradesh,2020,4,bijnor district,1671649
uttar-pradesh,2020,4,hardoi district,964983
uttar-pradesh,2020,4,balrampur district,602659
uttar-pradesh,2020,4,amroha district,990643
uttar-pradesh,2020,4,pilibhit district,659881
uttar-pradesh,2020,4,mainpuri district,835630
uttar-pradesh,2020,4,kanpur dehat district,801177
uttar-pradesh,2020,4,jaunpur district,2575090
uttar-pradesh,2020,4,kaushambi district,426355
uttar-pradesh,2020,4,hapur district,1644740
uttar-pradesh,2020,4,hamirpur district,468721
uttar-pradesh,2020,4,meerut district,5063989
uttar-pradesh,2020,4,mathura district,2894712
uttar-pradesh,2020,4,chitrakoot district,325363
uttar-pradesh,2020,4,lalitpur district,657837
uttar-pradesh,2020,4,mau district,995516
uttar-pradesh,2020,4,mirzapur district,1127365
uttar-pradesh,2020,4,bulandshahr district,2689766
uttar-pradesh,2020,4,gonda district,1293672
uttar-pradesh,2020,4,jhansi district,2406415
uttar-pradesh,2020,4,chandauli district,1124617
uttar-pradesh,2020,4,bhadohi district,845550
uttar-pradesh,2020,4,pratapgarh district,1456324
uttar-pradesh,2020,4,saharanpur district,2800641
uttar-pradesh,2020,4,bara banki district,1043324
uttar-pradesh,2020,4,bareilly district,2825946
uttar-pradesh,2020,4,sitapur district,944455
uttar-pradesh,2020,4,sultanpur district,1164282
uttar-pradesh,2020,4,agra district,5121332
uttar-pradesh,2020,4,fatehpur district,721429
uttar-pradesh,2020,4,rae bareli district,949686
uttar-pradesh,2020,4,firozabad district,1433503
uttar-pradesh,2020,4,kheri district,1112322
uttar-pradesh,2020,4,gorakhpur district,4537853
uttar-pradesh,2020,4,unnao district,1021144
uttar-pradesh,2020,4,prayagraj district,6423026
uttar-pradesh,2020,4,sonbhadra district,1375197
uttar-pradesh,2020,4,ghazipur district,1956174
uttar-pradesh,2020,4,farrukhabad district,831323
uttar-pradesh,2020,4,kannauj district,639599
uttar-pradesh,2020,4,azamgarh district,2036037
uttar-pradesh,2020,4,ayodhya district,1547673
uttar-pradesh,2020,4,deoria district,2392279
uttar-pradesh,2020,4,ghaziabad district,15220234
uttar-pradesh,2021,1,amethi district,877998
uttar-pradesh,2021,1,siddharthnagar district,1151889
uttar-pradesh,2021,1,auraiya district,769110
uttar-pradesh,2021,1,sambhal district,713188
uttar-pradesh,2021,1,kanpur nagar district,6948497
uttar-pradesh,2021,1,aligarh district,3639658
uttar-pradesh,2021,1,mahoba district,330542
uttar-pradesh,2021,1,lucknow district,35616880
uttar-pradesh,2021,1,sant kabeer nagar district,785067
uttar-pradesh,2021,1,hathras district,904106
uttar-pradesh,2021,1,budaun district,860365
uttar-pradesh,2021,1,moradabad district,2141475
uttar-pradesh,2021,1,kushinagar district,2430660
uttar-pradesh,2021,1,baghpat district,1269717
uttar-pradesh,2021,1,shahjahanpur district,942125
uttar-pradesh,2021,1,muzaffarnagar district,2056338
uttar-pradesh,2021,1,ambedkar nagar district,973066
uttar-pradesh,2021,1,bahraich district,753675
uttar-pradesh,2021,1,jalaun district,838073
uttar-pradesh,2021,1,rampur district,860337
uttar-pradesh,2021,1,ballia district,1812583
uttar-pradesh,2021,1,shravasti district,192450
uttar-pradesh,2021,1,kasganj district,494513
uttar-pradesh,2021,1,varanasi district,5807048
uttar-pradesh,2021,1,gautam buddha nagar district,31352951
uttar-pradesh,2021,1,basti district,1317427
uttar-pradesh,2021,1,shamli district,813526
uttar-pradesh,2021,1,maharajganj district,1226115
uttar-pradesh,2021,1,etawah district,1056534
uttar-pradesh,2021,1,etah district,752911
uttar-pradesh,2021,1,banda district,478856
uttar-pradesh,2021,1,bijnor district,1776010
uttar-pradesh,2021,1,hardoi district,928482
uttar-pradesh,2021,1,balrampur district,585060
uttar-pradesh,2021,1,amroha district,1070707
uttar-pradesh,2021,1,pilibhit district,690076
uttar-pradesh,2021,1,mainpuri district,879113
uttar-pradesh,2021,1,kanpur dehat district,786955
uttar-pradesh,2021,1,jaunpur district,2218994
uttar-pradesh,2021,1,kaushambi district,427365
uttar-pradesh,2021,1,hapur district,1787385
uttar-pradesh,2021,1,hamirpur district,448033
uttar-pradesh,2021,1,meerut district,6883062
uttar-pradesh,2021,1,mathura district,3300059
uttar-pradesh,2021,1,chitrakoot district,305595
uttar-pradesh,2021,1,lalitpur district,715812
uttar-pradesh,2021,1,mau district,885573
uttar-pradesh,2021,1,mirzapur district,1069333
uttar-pradesh,2021,1,bulandshahr district,2844618
uttar-pradesh,2021,1,gonda district,1238540
uttar-pradesh,2021,1,jhansi district,2604380
uttar-pradesh,2021,1,chandauli district,1072974
uttar-pradesh,2021,1,bhadohi district,740300
uttar-pradesh,2021,1,pratapgarh district,1348590
uttar-pradesh,2021,1,saharanpur district,3177302
uttar-pradesh,2021,1,bara banki district,1080613
uttar-pradesh,2021,1,bareilly district,3013200
uttar-pradesh,2021,1,sitapur district,983750
uttar-pradesh,2021,1,sultanpur district,1072868
uttar-pradesh,2021,1,agra district,5773733
uttar-pradesh,2021,1,fatehpur district,707603
uttar-pradesh,2021,1,rae bareli district,955313
uttar-pradesh,2021,1,firozabad district,1522752
uttar-pradesh,2021,1,kheri district,1095771
uttar-pradesh,2021,1,gorakhpur district,4804502
uttar-pradesh,2021,1,unnao district,948502
uttar-pradesh,2021,1,prayagraj district,7886986
uttar-pradesh,2021,1,sonbhadra district,1364012
uttar-pradesh,2021,1,ghazipur district,1811693
uttar-pradesh,2021,1,farrukhabad district,860342
uttar-pradesh,2021,1,kannauj district,666139
uttar-pradesh,2021,1,azamgarh district,1797181
uttar-pradesh,2021,1,ayodhya district,1655673
uttar-pradesh,2021,1,deoria district,2146841
uttar-pradesh,2021,1,ghaziabad district,16400075
uttar-pradesh,2021,2,amethi district,1291021
uttar-pradesh,2021,2,siddharthnagar district,1771043
uttar-pradesh,2021,2,auraiya district,1059958
uttar-pradesh,2021,2,sambhal district,950489
uttar-pradesh,2021,2,kanpur nagar district,7585841
uttar-pradesh,2021,2,aligarh district,4566809
uttar-pradesh,2021,2,mahoba district,475867
uttar-pradesh,2021,2,lucknow district,41241215
uttar-pradesh,2021,2,sant kabeer nagar district,1131079
uttar-pradesh,2021,2,hathras district,1233619
uttar-pradesh,2021,2,budaun district,1191301
uttar-pradesh,2021,2,moradabad district,2635770
uttar-pradesh,2021,2,kushinagar district,3460610
uttar-pradesh,2021,2,baghpat district,1615699
uttar-pradesh,2021,2,shahjahanpur district,1219746
uttar-pradesh,2021,2,muzaffarnagar district,2598478
uttar-pradesh,2021,2,ambedkar nagar district,1395101
uttar-pradesh,2021,2,bahraich district,979428
uttar-pradesh,2021,2,jalaun district,1201881
uttar-pradesh,2021,2,rampur district,1178718
uttar-pradesh,2021,2,ballia district,2697371
uttar-pradesh,2021,2,shravasti district,256597
uttar-pradesh,2021,2,kasganj district,733957
uttar-pradesh,2021,2,varanasi district,6220925
uttar-pradesh,2021,2,gautam buddha nagar district,29169349
uttar-pradesh,2021,2,basti district,1918966
uttar-pradesh,2021,2,shamli district,1072971
uttar-pradesh,2021,2,maharajganj district,1721504
uttar-pradesh,2021,2,etawah district,1408727
uttar-pradesh,2021,2,etah district,1059378
uttar-pradesh,2021,2,banda district,666585
uttar-pradesh,2021,2,bijnor district,2371176
uttar-pradesh,2021,2,hardoi district,1291751
uttar-pradesh,2021,2,balrampur district,876332
uttar-pradesh,2021,2,amroha district,1436225
uttar-pradesh,2021,2,pilibhit district,862297
uttar-pradesh,2021,2,mainpuri district,1262286
uttar-pradesh,2021,2,kanpur dehat district,1063446
uttar-pradesh,2021,2,jaunpur district,3527787
uttar-pradesh,2021,2,kaushambi district,599546
uttar-pradesh,2021,2,hapur district,2140953
uttar-pradesh,2021,2,hamirpur district,625781
uttar-pradesh,2021,2,meerut district,8599202
uttar-pradesh,2021,2,mathura district,3781704
uttar-pradesh,2021,2,chitrakoot district,419599
uttar-pradesh,2021,2,lalitpur district,896705
uttar-pradesh,2021,2,mau district,1368848
uttar-pradesh,2021,2,mirzapur district,1444919
uttar-pradesh,2021,2,bulandshahr district,3724506
uttar-pradesh,2021,2,gonda district,1653720
uttar-pradesh,2021,2,jhansi district,2982163
uttar-pradesh,2021,2,chandauli district,1443308
uttar-pradesh,2021,2,bhadohi district,1129475
uttar-pradesh,2021,2,pratapgarh district,2122304
uttar-pradesh,2021,2,saharanpur district,3974722
uttar-pradesh,2021,2,bara banki district,1320689
uttar-pradesh,2021,2,bareilly district,3642839
uttar-pradesh,2021,2,sitapur district,1217768
uttar-pradesh,2021,2,sultanpur district,1560506
uttar-pradesh,2021,2,agra district,6542679
uttar-pradesh,2021,2,fatehpur district,1010271
uttar-pradesh,2021,2,rae bareli district,1273154
uttar-pradesh,2021,2,firozabad district,1991790
uttar-pradesh,2021,2,kheri district,1324392
uttar-pradesh,2021,2,gorakhpur district,5995988
uttar-pradesh,2021,2,unnao district,1265296
uttar-pradesh,2021,2,prayagraj district,8039353
uttar-pradesh,2021,2,sonbhadra district,1762236
uttar-pradesh,2021,2,ghazipur district,2732309
uttar-pradesh,2021,2,farrukhabad district,1169320
uttar-pradesh,2021,2,kannauj district,922056
uttar-pradesh,2021,2,azamgarh district,2801633
uttar-pradesh,2021,2,ayodhya district,2136111
uttar-pradesh,2021,2,deoria district,3134141
uttar-pradesh,2021,2,ghaziabad district,16797842
uttar-pradesh,2021,3,amethi district,1432987
uttar-pradesh,2021,3,siddharthnagar district,1900350
uttar-pradesh,2021,3,auraiya district,1209709
uttar-pradesh,2021,3,sambhal district,1165060
uttar-pradesh,2021,3,kanpur nagar district,9924366
uttar-pradesh,2021,3,aligarh district,5783351
uttar-pradesh,2021,3,mahoba district,564382
uttar-pradesh,2021,3,lucknow district,51055467
uttar-pradesh,2021,3,sant kabeer nagar district,1226316
uttar-pradesh,2021,3,hathras district,1456794
uttar-pradesh,2021,3,budaun district,1402499
uttar-pradesh,2021,3,moradabad district,3495607
uttar-pradesh,2021,3,kushinagar district,3903790
uttar-pradesh,2021,3,baghpat district,1963566
uttar-pradesh,2021,3,shahjahanpur district,1457389
uttar-pradesh,2021,3,muzaffarnagar district,3372515
uttar-pradesh,2021,3,ambedkar nagar district,1612004
uttar-pradesh,2021,3,bahraich district,1170925
uttar-pradesh,2021,3,jalaun district,1371815
uttar-pradesh,2021,3,rampur district,1509589
uttar-pradesh,2021,3,ballia district,2997745
uttar-pradesh,2021,3,shravasti district,292406
uttar-pradesh,2021,3,kasganj district,845076
uttar-pradesh,2021,3,varanasi district,8732870
uttar-pradesh,2021,3,gautam buddha nagar district,41878965
uttar-pradesh,2021,3,basti district,2117401
uttar-pradesh,2021,3,shamli district,1350652
uttar-pradesh,2021,3,maharajganj district,1907623
uttar-pradesh,2021,3,etawah district,1751198
uttar-pradesh,2021,3,etah district,1250567
uttar-pradesh,2021,3,banda district,750234
uttar-pradesh,2021,3,bijnor district,2853274
uttar-pradesh,2021,3,hardoi district,1462511
uttar-pradesh,2021,3,balrampur district,949686
uttar-pradesh,2021,3,amroha district,1863489
uttar-pradesh,2021,3,pilibhit district,1028868
uttar-pradesh,2021,3,mainpuri district,1504210
uttar-pradesh,2021,3,kanpur dehat district,1201280
uttar-pradesh,2021,3,jaunpur district,3642913
uttar-pradesh,2021,3,kaushambi district,666332
uttar-pradesh,2021,3,hapur district,2779827
uttar-pradesh,2021,3,hamirpur district,679825
uttar-pradesh,2021,3,meerut district,11446543
uttar-pradesh,2021,3,mathura district,5366708
uttar-pradesh,2021,3,chitrakoot district,486937
uttar-pradesh,2021,3,lalitpur district,1183461
uttar-pradesh,2021,3,mau district,1558413
uttar-pradesh,2021,3,mirzapur district,1660285
uttar-pradesh,2021,3,bulandshahr district,4485740
uttar-pradesh,2021,3,gonda district,1802378
uttar-pradesh,2021,3,jhansi district,3964812
uttar-pradesh,2021,3,chandauli district,1717344
uttar-pradesh,2021,3,bhadohi district,1208545
uttar-pradesh,2021,3,pratapgarh district,2218744
uttar-pradesh,2021,3,saharanpur district,5425174
uttar-pradesh,2021,3,bara banki district,1717669
uttar-pradesh,2021,3,bareilly district,4732687
uttar-pradesh,2021,3,sitapur district,1443988
uttar-pradesh,2021,3,sultanpur district,1759364
uttar-pradesh,2021,3,agra district,8882859
uttar-pradesh,2021,3,fatehpur district,1137279
uttar-pradesh,2021,3,rae bareli district,1560143
uttar-pradesh,2021,3,firozabad district,2482333
uttar-pradesh,2021,3,kheri district,1683983
uttar-pradesh,2021,3,gorakhpur district,7464913
uttar-pradesh,2021,3,unnao district,1494326
uttar-pradesh,2021,3,prayagraj district,10478343
uttar-pradesh,2021,3,sonbhadra district,2272254
uttar-pradesh,2021,3,ghazipur district,3099833
uttar-pradesh,2021,3,farrukhabad district,1396354
uttar-pradesh,2021,3,kannauj district,1119778
uttar-pradesh,2021,3,azamgarh district,3399046
uttar-pradesh,2021,3,ayodhya district,2599534
uttar-pradesh,2021,3,deoria district,3449405
uttar-pradesh,2021,3,ghaziabad district,22358776
uttar-pradesh,2021,4,amethi district,1985307
uttar-pradesh,2021,4,siddharthnagar district,2497885
uttar-pradesh,2021,4,auraiya district,1617537
uttar-pradesh,2021,4,sambhal district,1665452
uttar-pradesh,2021,4,kanpur nagar district,13055831
uttar-pradesh,2021,4,aligarh district,7765317
uttar-pradesh,2021,4,mahoba district,792543
uttar-pradesh,2021,4,lucknow district,67415795
uttar-pradesh,2021,4,sant kabeer nagar district,1634173
uttar-pradesh,2021,4,hathras district,2019707
uttar-pradesh,2021,4,budaun district,1923046
uttar-pradesh,2021,4,moradabad district,4700453
uttar-pradesh,2021,4,kushinagar district,5159159
uttar-pradesh,2021,4,baghpat district,2632493
uttar-pradesh,2021,4,shahjahanpur district,1892839
uttar-pradesh,2021,4,muzaffarnagar district,4506330
uttar-pradesh,2021,4,ambedkar nagar district,2226303
uttar-pradesh,2021,4,bahraich district,1563319
uttar-pradesh,2021,4,jalaun district,1969102
uttar-pradesh,2021,4,rampur district,2074148
uttar-pradesh,2021,4,ballia district,4228159
uttar-pradesh,2021,4,shravasti district,395856
uttar-pradesh,2021,4,kasganj district,1164954
uttar-pradesh,2021,4,varanasi district,11458477
uttar-pradesh,2021,4,gautam buddha nagar district,52546170
uttar-pradesh,2021,4,basti district,2856072
uttar-pradesh,2021,4,shamli district,1845084
uttar-pradesh,2021,4,maharajganj district,2529576
uttar-pradesh,2021,4,etawah district,2339410
uttar-pradesh,2021,4,etah district,1758883
uttar-pradesh,2021,4,banda district,1070761
uttar-pradesh,2021,4,bijnor district,3811347
uttar-pradesh,2021,4,hardoi district,1958800
uttar-pradesh,2021,4,balrampur district,1288662
uttar-pradesh,2021,4,amroha district,2492004
uttar-pradesh,2021,4,pilibhit district,1274358
uttar-pradesh,2021,4,mainpuri district,2113665
uttar-pradesh,2021,4,kanpur dehat district,1603771
uttar-pradesh,2021,4,jaunpur district,5100705
uttar-pradesh,2021,4,kaushambi district,913002
uttar-pradesh,2021,4,hapur district,3614646
uttar-pradesh,2021,4,hamirpur district,934114
uttar-pradesh,2021,4,meerut district,15531638
uttar-pradesh,2021,4,mathura district,7115905
uttar-pradesh,2021,4,chitrakoot district,680496
uttar-pradesh,2021,4,lalitpur district,1651783
uttar-pradesh,2021,4,mau district,2252199
uttar-pradesh,2021,4,mirzapur district,2252737
uttar-pradesh,2021,4,bulandshahr district,5912378
uttar-pradesh,2021,4,gonda district,2483643
uttar-pradesh,2021,4,jhansi district,5241111
uttar-pradesh,2021,4,chandauli district,2333510
uttar-pradesh,2021,4,bhadohi district,1653029
uttar-pradesh,2021,4,pratapgarh district,3109613
uttar-pradesh,2021,4,saharanpur district,7697919
uttar-pradesh,2021,4,bara banki district,2320329
uttar-pradesh,2021,4,bareilly district,6168436
uttar-pradesh,2021,4,sitapur district,1876779
uttar-pradesh,2021,4,sultanpur district,2492622
uttar-pradesh,2021,4,agra district,11675242
uttar-pradesh,2021,4,fatehpur district,1575457
uttar-pradesh,2021,4,rae bareli district,2087230
uttar-pradesh,2021,4,firozabad district,3427750
uttar-pradesh,2021,4,kheri district,2015929
uttar-pradesh,2021,4,gorakhpur district,9958532
uttar-pradesh,2021,4,unnao district,1981561
uttar-pradesh,2021,4,prayagraj district,14418013
uttar-pradesh,2021,4,sonbhadra district,3061254
uttar-pradesh,2021,4,ghazipur district,4383062
uttar-pradesh,2021,4,farrukhabad district,1858142
uttar-pradesh,2021,4,kannauj district,1546012
uttar-pradesh,2021,4,azamgarh district,4761451
uttar-pradesh,2021,4,ayodhya district,3623487
uttar-pradesh,2021,4,deoria district,4669892
uttar-pradesh,2021,4,ghaziabad district,27945576
uttar-pradesh,2022,1,amethi district,2281603
uttar-pradesh,2022,1,siddharthnagar district,2766216
uttar-pradesh,2022,1,auraiya district,1869183
uttar-pradesh,2022,1,sambhal district,2241547
uttar-pradesh,2022,1,kanpur nagar district,14902263
uttar-pradesh,2022,1,aligarh district,9297702
uttar-pradesh,2022,1,mahoba district,1061513
uttar-pradesh,2022,1,lucknow district,79740953
uttar-pradesh,2022,1,sant kabeer nagar district,1809298
uttar-pradesh,2022,1,hathras district,2544994
uttar-pradesh,2022,1,budaun district,2468101
uttar-pradesh,2022,1,moradabad district,5872116
uttar-pradesh,2022,1,kushinagar district,5920919
uttar-pradesh,2022,1,baghpat district,3134912
uttar-pradesh,2022,1,shahjahanpur district,2362316
uttar-pradesh,2022,1,muzaffarnagar district,5528162
uttar-pradesh,2022,1,ambedkar nagar district,2576776
uttar-pradesh,2022,1,bahraich district,2051767
uttar-pradesh,2022,1,jalaun district,2461314
uttar-pradesh,2022,1,rampur district,2679287
uttar-pradesh,2022,1,ballia district,4663445
uttar-pradesh,2022,1,shravasti district,513337
uttar-pradesh,2022,1,kasganj district,1490664
uttar-pradesh,2022,1,varanasi district,13246317
uttar-pradesh,2022,1,gautam buddha nagar district,58229149
uttar-pradesh,2022,1,basti district,3171081
uttar-pradesh,2022,1,shamli district,2386623
uttar-pradesh,2022,1,maharajganj district,2935993
uttar-pradesh,2022,1,etawah district,2818952
uttar-pradesh,2022,1,etah district,2222233
uttar-pradesh,2022,1,banda district,1285406
uttar-pradesh,2022,1,bijnor district,4556385
uttar-pradesh,2022,1,hardoi district,2397229
uttar-pradesh,2022,1,balrampur district,1512682
uttar-pradesh,2022,1,amroha district,3166176
uttar-pradesh,2022,1,pilibhit district,1699024
uttar-pradesh,2022,1,mainpuri district,2658572
uttar-pradesh,2022,1,kanpur dehat district,1942905
uttar-pradesh,2022,1,jaunpur district,5732078
uttar-pradesh,2022,1,kaushambi district,1055821
uttar-pradesh,2022,1,hapur district,4252516
uttar-pradesh,2022,1,hamirpur district,1194334
uttar-pradesh,2022,1,meerut district,17966278
uttar-pradesh,2022,1,mathura district,8531094
uttar-pradesh,2022,1,chitrakoot district,826329
uttar-pradesh,2022,1,lalitpur district,2194300
uttar-pradesh,2022,1,mau district,2612859
uttar-pradesh,2022,1,mirzapur district,2688423
uttar-pradesh,2022,1,bulandshahr district,7126702
